nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0005665,Russell Carpenter,1950,\N,"cinematographer,camera_department,producer","tt0478970,tt1630029,tt0111503,tt0120338"
nm0005670,William H. Clothier,1903,1996,"cinematographer,camera_department,producer","tt0056217,tt0057940,tt0052902,tt0053580"
nm0005673,Stanley Cortez,1908,1997,"cinematographer,camera_department,visual_effects","tt0035015,tt0037280,tt0048424,tt0077394"
nm0005677,Floyd Crosby,1899,1985,"cinematographer,camera_department,director","tt0058440,tt0060415,tt0044706,tt0022458"
nm0005678,Dean Cundey,1946,\N,"cinematographer,camera_department,miscellaneous","tt0096438,tt0099088,tt0107290,tt0112384"
nm0005679,Allen Daviau,1942,2020,"cinematographer,camera_department,writer","tt0088939,tt0101516,tt0092965,tt0083866"
nm0005683,Roger Deakins,1949,\N,"cinematographer,camera_department,miscellaneous","tt1856101,tt8579674,tt1074638,tt0477348"
nm0005684,Henri Decaë,1915,1987,"cinematographer,director,camera_department","tt0062229,tt0065531,tt0077269,tt0051378"
nm0005686,Tonino Delli Colli,1922,2005,"cinematographer,camera_department,actor","tt0118799,tt0091605,tt0104779,tt0087843"
nm0005687,Peter Deming,\N,\N,"cinematographer,camera_department,actor","tt9764362,tt4093826,tt0166924,tt6486762"
nm0005696,Robert Elswit,1950,\N,"cinematographer,visual_effects,camera_department","tt0272338,tt0469494,tt2872718,tt0433383"
nm0005701,Daniel L. Fapp,1904,1986,"cinematographer,camera_department","tt0063121,tt0064639,tt0057115,tt0055614"
nm0005705,Gunnar Fischer,1910,2011,"cinematographer,camera_department,director","tt0050986,tt0050976,tt0048641,tt0051365"
nm0005710,William A. Fraker,1923,2010,"camera_department,cinematographer,director","tt0086567,tt0078723,tt0062765,tt0073486"
nm0005711,Freddie Francis,1917,2007,"director,cinematographer,camera_department","tt0080678,tt0101540,tt0097441,tt0166896"
nm0005714,Tak Fujimoto,1939,\N,"cinematographer,camera_department,actor","tt0286106,tt0167404,tt0076759,tt0102926"
nm0005721,Blasco Giurato,1941,2022,"cinematographer,camera_department","tt4736486,tt0140332,tt0095765,tt0110917"
nm0005726,Jack N. Green,1946,\N,"camera_department,cinematographer,director","tt0117998,tt0105695,tt0086960,tt0112579"
nm0005734,Conrad L. Hall,1926,2003,"cinematographer,camera_department,writer","tt0096244,tt0064115,tt0169547,tt0257044"
nm0005735,Ernest Haller,1896,1970,"cinematographer,camera_department","tt0031381,tt0037913,tt0048545,tt0056687"
nm0005737,Russell Harlan,1903,1974,"cinematographer,camera_department","tt0044121,tt0051201,tt0056059,tt0056592"
nm0005759,Lajos Koltai,1946,\N,"cinematographer,director,camera_department","tt0120731,tt0367082,tt0113501,tt0213847"
nm0005761,Robert Krasker,1913,1981,"cinematographer,camera_department","tt0037558,tt0054847,tt0041959,tt0047029"
nm0005762,Milton R. Krasner,1904,1988,"cinematographer,camera_department","tt0042192,tt0065462,tt0050105,tt0048605"
nm0005766,Joseph LaShelle,1900,1989,"cinematographer,camera_department","tt0037008,tt0056085,tt0053604,tt0060424"
nm0005768,Ernest Laszlo,1898,1984,"cinematographer,camera_department","tt0057193,tt0074812,tt0053946,tt0055031"
nm0005789,Rudolph Maté,1898,1964,"cinematographer,director,camera_department","tt0035446,tt0046789,tt0032484,tt0038559"
nm0005792,Ted D. McCord,1900,1976,"cinematographer,camera_department,miscellaneous","tt0059742,tt0040495,tt0040897,tt0048028"
nm0005797,Russell Metty,1906,1978,"cinematographer,camera_department,miscellaneous","tt0067525,tt0054331,tt0052311,tt0038991"
nm0005801,Douglas Milsome,1939,\N,"cinematographer,camera_department,miscellaneous","tt0090264,tt0093058,tt0102798,tt0104691"
nm0005806,Ira H. Morgan,1889,1959,"cinematographer,camera_department,actor","tt0025424,tt0040243,tt0027977,tt0021345"
nm0005807,Oswald Morris,1915,2014,"cinematographer,camera_department,miscellaneous","tt0063385,tt0073341,tt0069281,tt0067093"
nm0005814,Bruno Nuytten,1945,\N,"cinematographer,director,writer","tt0094828,tt0091288,tt0074888,tt0074184"
nm0005815,Sven Nykvist,1922,2006,"cinematographer,director,actor","tt0091670,tt0083922,tt0069467,tt0096332"
nm0005816,Miroslav Ondrícek,1934,2015,"cinematographer,camera_department","tt0084917,tt0086879,tt0079261,tt0104694"
nm0005836,Dick Pope,1947,\N,"cinematographer,camera_department,actor","tt0117589,tt0443543,tt0383694,tt2473794"
nm0005845,Owen Roizman,1936,2023,"cinematographer,actor,camera_department","tt0067116,tt0084805,tt0074958,tt0070047"
nm0005849,Harold Rosson,1895,1988,"cinematographer,camera_department,assistant_director","tt0045152,tt0027657,tt0032138,tt0042208"
nm0005852,John L. Russell,1905,1967,"cinematographer,camera_department,sound_department","tt0043778,tt0048150,tt0054215,tt0045395"
nm0005856,Theo van de Sande,1947,\N,"cinematographer,camera_department,producer","tt2312718,tt0419946,tt0120461,tt0120611"
nm0005867,Eugen Schüfftan,1893,1977,"cinematographer,visual_effects,miscellaneous","tt0054997,tt0259105,tt0017136,tt0053459"
nm0005868,John Seale,1942,\N,"camera_department,cinematographer,director","tt0116209,tt1392190,tt0090329,tt0159365"
nm0005870,John F. Seitz,1892,1979,cinematographer,"tt0043014,tt0036775,tt0034240,tt0037884"
nm0005871,Dean Semler,1943,\N,"cinematographer,camera_department,assistant_director","tt0099348,tt0097162,tt0472043,tt0082694"
nm0005875,Newton Thomas Sigel,1955,\N,"cinematographer,camera_department,director","tt1727824,tt9130508,tt9777644,tt0780504"
nm0005878,Douglas Slocombe,1913,2016,"cinematographer,camera_department","tt0070239,tt0073631,tt0082971,tt0071577"
nm0005883,Dante Spinotti,1943,\N,"cinematographer,camera_department,actor","tt0140352,tt0104691,tt0113277,tt0119488"
nm0005892,Robert Surtees,1906,1985,"cinematographer,camera_department,miscellaneous","tt0070735,tt0067328,tt0052618,tt0061722"
nm0005897,David Tattersall,1960,\N,"cinematographer,camera_department,composer","tt0120915,tt0435705,tt0120689,tt0121766"
nm0005901,Armand Thirard,1899,1973,"cinematographer,actor,camera_department","tt0046911,tt0024710,tt0034093,tt0046268"
nm0005904,Gregg Toland,1904,1948,"cinematographer,camera_department,director","tt0032145,tt0036868,tt0033467,tt0032551"
nm0005906,Roland Totheroh,1890,1967,"cinematographer,actor,camera_department","tt0021749,tt0015864,tt0027977,tt0032553"
nm0005909,Brian Tufano,1939,2023,"cinematographer,camera_department,director","tt0083658,tt0111149,tt0117951,tt0249462"
nm0005910,Geoffrey Unsworth,1914,1978,"cinematographer,camera_department,actor","tt0062622,tt0068327,tt0080009,tt0078346"
nm0005911,Jost Vacano,1934,\N,"cinematographer,camera_department","tt0120201,tt0082096,tt0100802,tt0093870"
nm0005922,Fritz Arno Wagner,1894,1958,"cinematographer,camera_department,actor","tt0013442,tt0022100,tt0023563,tt0011703"
nm0005929,Oliver Wood,1942,2023,"cinematographer,camera_department,actor","tt0141926,tt1599348,tt0440963,tt5108870"
nm0005934,Robert D. Yeoman,1951,\N,"cinematographer,camera_department,producer","tt2278388,tt0097240,tt1748122,tt8847712"
nm0005949,Eduard Artemyev,1937,2022,"composer,soundtrack,writer","tt0488478,tt0079944,tt5202654,tt0069293"
nm0005952,Georges Auric,1899,1983,"composer,soundtrack,music_department","tt0038348,tt0095174,tt0048021,tt0046268"
nm0005959,Giuseppe Becce,1877,1973,"composer,soundtrack,music_department","tt0020570,tt0003330,tt0010323,tt1202196"
nm0005975,Goran Bregovic,1950,\N,"composer,soundtrack,actor","tt0455782,tt0114787,tt0106307,tt1372686"
nm0006005,Salil Choudhury,1923,1995,"music_artist,composer,soundtrack","tt0050665,tt0056367,tt0055276,tt0066763"
nm0006007,Alessandro Cicognini,1906,1995,"composer,music_department,soundtrack","tt2446980,tt0109830,tt0045274,tt0040522"
nm0006015,Bill Conti,1942,\N,"music_department,soundtrack,composer","tt0075148,tt0086197,tt0091326,tt0082398"
nm0006030,Frank De Vol,1911,1999,"music_department,soundtrack,composer","tt0056687,tt0068935,tt0061578,tt0061735"
nm0006035,Alexandre Desplat,1961,\N,"composer,music_department,soundtrack","tt0436697,tt1024648,tt1504320,tt2431286"
nm0006037,Adolph Deutsch,1897,1980,"composer,music_department,soundtrack","tt0047472,tt0050419,tt0053604,tt0048445"
nm0006041,Klaus Doldinger,1936,\N,"soundtrack,composer,music_department","tt0082096,tt0806910,tt0496806,tt0088323"
nm0006050,Anne Dudley,1956,\N,"composer,soundtrack,music_department","tt0119164,tt0104036,tt3716530,tt1386697"
nm0006070,George Fenton,1949,\N,"composer,music_department,soundtrack","tt1038919,tt0107048,tt0120631,tt0386588"
nm0006075,Brad Fiedel,1951,\N,"music_department,composer,soundtrack","tt0111503,tt0088247,tt0103064,tt0113481"
nm0006085,Arthur Freed,1894,1973,"soundtrack,producer,music_department","tt0045152,tt0043278,tt0053125,tt0110413"
nm0006086,Gerald Fried,1928,2023,"composer,music_department,soundtrack","tt1408101,tt1399103,tt0049406,tt0070723"
nm0006087,Hugo Friedhofer,1901,1981,"music_department,composer,soundtrack","tt0050105,tt0029843,tt0043338,tt0036868"
nm0006104,Ernest Gold,1921,1999,"music_department,composer,soundtrack","tt0057193,tt10539608,tt0053804,tt0053137"
nm0006106,Elliot Goldenthal,1954,\N,"music_department,composer,soundtrack","tt0106697,tt0120679,tt0173840,tt1152836"
nm0006128,Werner R. Heymann,1896,1961,"music_department,composer,soundtrack","tt1034415,tt0033045,tt0035446,tt0241303"
nm0006132,Kenyon Hopkins,1912,1983,"music_department,composer,soundtrack","tt0060009,tt0056753,tt0050083,tt0054997"
nm0006133,James Newton Howard,1951,\N,"music_department,composer,soundtrack","tt0368447,tt0468569,tt0360717,tt0480249"
nm0006142,Mark Isham,1951,\N,"composer,music_department,soundtrack","tt8080122,tt0453562,tt2140479,tt0375679"
nm0006145,Laurie Johnson,1927,\N,"music_department,composer,soundtrack","tt0054518,tt0164295,tt0057012,tt0357413"
nm0006156,Krzysztof Komeda,1931,1969,"composer,soundtrack,music_department","tt0061655,tt0063522,tt0056291,tt0056521"
nm0006158,Joseph Kosma,1905,1969,"soundtrack,composer,music_department","tt0257756,tt0031885,tt0119668,tt0227445"
nm0006182,Anu Malik,1960,\N,"composer,music_department,soundtrack","tt0106333,tt0374887,tt0151150,tt0347473"
nm0006203,Cyril J. Mockridge,1896,1979,"composer,music_department,soundtrack","tt12789558,tt0039628,tt0048140,tt0056217"
nm0006215,Lennie Niehaus,1929,2020,"music_department,composer,soundtrack","tt0186566,tt0091187,tt0105695,tt0112579"
nm0006217,Jack Nitzsche,1937,2000,"soundtrack,composer,music_department","tt0073486,tt0070047,tt0084434,tt0203009"
nm0006218,Alex North,1910,1991,"music_department,soundtrack,composer","tt0093105,tt0044081,tt0054331,tt0056937"
nm0006223,Jean-Claude Petit,1943,\N,"music_department,composer,soundtrack","tt0175142,tt0091288,tt0144117,tt0099334"
nm0006246,A.R. Rahman,1967,\N,"music_artist,composer,soundtrack","tt1010048,tt1839596,tt3148502,tt0169102"
nm0006249,Satyajit Ray,1921,1992,"writer,composer,director","tt0048956,tt0048473,tt0055508,tt0060742"
nm0006251,Graeme Revell,1955,\N,"composer,music_department,soundtrack","tt0109506,tt0097162,tt0120053,tt0146316"
nm0006262,François de Roubaix,1939,1975,"composer,soundtrack,music_department","tt0176622,tt0062229,tt0073864,tt0113247"
nm0006277,Lalo Schifrin,1932,\N,"music_department,composer,soundtrack","tt0120755,tt0117060,tt0060009,tt0120812"
nm0006290,Howard Shore,1946,\N,"music_department,soundtrack,composer","tt0338751,tt14549466,tt1480656,tt0120737"
nm0006293,Alan Silvestri,1950,\N,"composer,soundtrack,music_department","tt0338348,tt0458339,tt4154796,tt0109830"
nm0006316,Tôru Takemitsu,1930,1996,"composer,soundtrack,music_department","tt0107969,tt0089881,tt0058625,tt0056058"
nm0006319,Mikis Theodorakis,1925,2021,"composer,soundtrack,music_department","tt0120735,tt1259014,tt0065234,tt0070666"
nm0006323,Dimitri Tiomkin,1894,1979,"soundtrack,music_department,composer","tt0046912,tt0044706,tt0049261,tt0054953"
nm0006331,Vangelis,1943,2022,"soundtrack,composer,music_department","tt0082158,tt0103594,tt0346491,tt0083658"
nm0006433,Karisma Kapoor,1974,\N,"actress,music_department","tt0255713,tt0118983,tt0248012,tt0331639"
nm0006452,Stanley Kramer,1913,2001,"producer,director,miscellaneous","tt0061735,tt0051525,tt0053946,tt0055031"
nm0006471,Elsa Lanchester,1902,1986,"actress,soundtrack","tt0058331,tt0026138,tt0051201,tt0074937"
nm0006487,Jim Sheridan,1949,\N,"producer,director,writer","tt0097937,tt0298845,tt0765010,tt0107207"
nm0006498,Majid Majidi,1959,\N,"writer,director,actor","tt0191043,tt11767722,tt0233841,tt0118849"
nm0006509,Rodrigo Prieto,1965,\N,"cinematographer,director,actor","tt0388795,tt1024648,tt0993846,tt0449467"
nm0006516,Chris Terrio,1976,\N,"writer,producer,director","tt12361974,tt1024648,tt2527338,tt2975590"
nm0006534,Phil Hay,\N,\N,"writer,producer,actor","tt2400463,tt0250224,tt11875316,tt7137380"
nm0006613,Don Murphy,1966,\N,"producer,actor,director","tt0110632,tt0118636,tt0120681,tt0418279"
nm0006669,William Sadler,1950,\N,"actor,soundtrack,producer","tt0099423,tt0884328,tt0111161,tt0101452"
nm0006689,Preity G Zinta,1975,\N,"actress,producer,writer","tt0347304,tt0254481,tt0420332,tt0164538"
nm0006765,Vidhu Vinod Chopra,1952,\N,"writer,producer,director","tt1187043,tt0456144,tt0374887,tt2338151"
nm0006795,Salman Khan,1965,\N,"producer,actor,soundtrack","tt1729637,tt4832640,tt3863552,tt2016894"
nm0006800,Sandy Dennis,1937,1992,actress,"tt0066193,tt0061184,tt0063661,tt0062425"
nm0006872,Sergio Donati,1933,\N,"writer,actor,assistant_director","tt0064116,tt0067140,tt0091828,tt0076504"
nm0006894,Michael De Luca,1965,\N,"producer,miscellaneous,writer","tt0765010,tt1210166,tt1285016,tt1535109"
nm0006904,Tony Gilroy,1956,\N,"writer,producer,director","tt1135487,tt3748528,tt0465538,tt2872718"
nm0006911,Steve Yedlin,1975,\N,"cinematographer,camera_department,visual_effects","tt2527336,tt2126355,tt1276104,tt8946378"
nm0006969,Elizabeth Banks,1974,\N,"actress,producer,director","tt1392170,tt1490017,tt0903657,tt1951265"
nm0007011,Robert Salerno,\N,\N,"producer,production_manager,director","tt1242460,tt7939766,tt4550098,tt0315733"
nm0007037,John Bailey,1942,\N,"cinematographer,camera_department,director","tt0107206,tt0102864,tt0090022,tt0080365"
nm0007102,Tabu,1970,\N,"actress,music_department","tt8108198,tt0454876,tt4430212,tt3390572"
nm0007114,Sonali Bendre,1975,\N,actress,"tt0347304,tt0255212,tt20319332,tt0200087"
nm0007156,Ortwin Freyermuth,\N,\N,"miscellaneous,producer,legal","tt0082096,tt1272878,tt0331811,tt0106519"
nm0007181,Yash Chopra,1932,2012,"producer,director,miscellaneous","tt0112870,tt2176013,tt0118983,tt0420332"
nm0007646,Frank Abagnale Jr.,1948,\N,"actor,writer,miscellaneous","tt0170980,tt0264464,tt1148756"
nm0007672,Eduard Abalov,1927,1987,"actor,director","tt0055468,tt0072141,tt0781088,tt13959584"
nm0007831,Allison Abbate,1965,\N,"producer,actress,writer","tt1142977,tt0129167,tt0432283,tt0121164"
nm0007973,George Abbott,1887,1995,"writer,director,miscellaneous","tt0021346,tt0020629,tt0051516,tt0050814"
nm0008533,Alistair Abell,\N,\N,"actor,casting_department,miscellaneous","tt0214341,tt1700841,tt0368578,tt0329101"
nm0008743,Jonathan Aibel,\N,\N,"producer,writer,miscellaneous","tt0441773,tt0118375,tt1302011,tt2267968"
nm0008953,Marc Abraham,\N,\N,"producer,writer,director","tt1320244,tt1637688,tt0206634,tt0327850"
nm0009190,J.J. Abrams,1966,\N,"producer,writer,music_department","tt2527338,tt2488496,tt0796366,tt0411008"
nm0009207,Marc Abrams,\N,\N,"producer,writer,miscellaneous","tt1630574,tt0387199,tt6146586,tt0285341"
nm0010471,Sandra Adair,1952,\N,"editor,editorial_department,producer","tt1065073,tt0405296,tt0332379,tt6118040"
nm0010553,Ken Adam,1921,2016,"production_designer,art_department,art_director","tt0072684,tt0076752,tt0059800,tt0057012"
nm0010696,Ales Adamovich,1927,1994,writer,"tt0091251,tt0899242,tt5088274,tt0332820"
nm0010736,Amy Adams,1974,\N,"actress,producer,soundtrack","tt2543164,tt0964517,tt0461770,tt1800241"
nm0011190,Marshall Adams,\N,\N,"cinematographer,camera_department,director","tt0395843,tt0118665,tt0120684,tt9243946"
nm0011343,Samuel Hopkins Adams,1871,1958,writer,"tt0022137,tt0025316,tt0016501,tt0021543"
nm0011470,Andrew Adamson,1966,\N,"producer,director,writer","tt0363771,tt0499448,tt0298148,tt0126029"
nm0011709,John Addison,1920,1998,"music_department,soundtrack,composer","tt0075784,tt0069281,tt0057590,tt0086765"
nm0011741,Wesley Addy,1913,1996,actor,"tt0048261,tt0066473,tt0084855,tt0074958"
nm0012358,Kristina Adolphson,1937,\N,actress,"tt0053772,tt0166642,tt0083922,tt0287916"
nm0012443,Jan Sterling,1921,2004,"actress,soundtrack","tt0042296,tt0047086,tt0043338,tt0040495"
nm0012523,Scott Adsit,1965,\N,"actor,producer,writer","tt2245084,tt0476922,tt0362227,tt0496424"
nm0012557,Ljubica Adzovic,1924,2006,"actress,soundtrack","tt13952962,tt0118843,tt0097223"
nm0012938,James Agee,1909,1955,"writer,actor,soundtrack","tt0043265,tt0048424,tt0044518,tt0056818"
nm0013234,David Agosto,\N,\N,"writer,director,editor","tt1764651,tt0225181,tt1276438"
nm0013761,Javier Aguirresarobe,1948,\N,"cinematographer,camera_department,director","tt0230600,tt0369702,tt0287467,tt0898367"
nm0014062,Börje Ahlstedt,1939,\N,"actor,director,soundtrack","tt0099920,tt0088015,tt0083922,tt0096116"
nm0014981,Florijan Ajdini,\N,\N,actor,"tt12100554,tt0118843"
nm0015130,Demet Akbag,1960,\N,"actress,soundtrack","tt0270053,tt1594918,tt1801051,tt2758880"
nm0015287,Javed Akhtar,1945,\N,"music_department,soundtrack,writer","tt0169102,tt0347304,tt1024943,tt1562872"
nm0015295,Zoya Akhtar,1972,\N,"writer,producer,director","tt2395469,tt1562872,tt6494622,tt0886539"
nm0015494,Hakan Akol,1965,\N,"editor,editorial_department","tt12562262,tt0263438,tt1700494,tt0116231"
nm0015528,Necati Akpinar,1962,\N,producer,"tt0384116,tt5365760,tt3347976,tt2608224"
nm0015611,Ryûnosuke Akutagawa,1892,1927,writer,"tt2190475,tt1347008,tt0042876,tt0102128"
nm0015988,Mazhar Alanson,1950,\N,"actor,soundtrack,composer","tt0263438,tt0827503,tt4343334,tt3698408"
nm0016105,Gustavo Alatriste,1922,2006,"director,producer,writer","tt0413183,tt0056732,tt0321613,tt0331482"
nm0016361,Edward Albee,1928,2016,"writer,soundtrack,miscellaneous","tt0061184,tt26695174,tt0069958,tt6846530"
nm0016603,Trevor Albert,\N,\N,"producer,miscellaneous","tt0107048,tt0117108,tt0311429,tt0085995"
nm0017274,Luis Alcoriza,1918,1992,"writer,director,actor","tt0207023,tt0058637,tt0134817,tt0055527"
nm0017301,Louisa May Alcott,1832,1888,writer,"tt0032717,tt0110367,tt3281548,tt0130153"
nm0017622,G.R. Aldo,1905,1953,"cinematographer,camera_department","tt0047469,tt0045274,tt0040223,tt0038348"
nm0017690,Matthew Aldrich,\N,\N,"writer,producer,actor","tt0896798,tt2380307,tt5616294,tt10298810"
nm0017833,Sholom Aleichem,1859,1916,writer,"tt0139492,tt0067093,tt12408644,tt0446859"
nm0017855,Julio Alejandro,1906,1995,"writer,director,actor","tt0312771,tt0132091,tt0187005,tt0251103"
nm0019247,Tomas Alfredson,1965,\N,"director,miscellaneous,music_department","tt1139797,tt1758810,tt1340800,tt0342636"
nm0019706,Joan Alison,1901,1992,writer,"tt0047719,tt0044265,tt0034583,tt0044261"
nm0020441,Dede Allen,1923,2010,"editor,producer,miscellaneous","tt0054997,tt0072890,tt0061418,tt0185014"
nm0020897,Penelope Allen,\N,\N,"actress,writer,miscellaneous","tt0120863,tt0103759,tt0072890,tt0210358"
nm0021249,Roger Allers,\N,\N,"art_department,writer,director","tt0101414,tt0103639,tt0110357,tt0097757"
nm0021655,Pernilla Allwin,1970,\N,actress,"tt0083922,tt6725158,tt0319505"
nm0021948,Agustín Almodóvar,1955,\N,"producer,actor,assistant_director","tt12618926,tt0185125,tt1189073,tt0287467"
